98,6|-89,-16
50,78|99,-27
28,74|-63,24
48,80|-68,-23
20,13|55,-33
90,26|-32,67
64,19|-1,-97
25,27|28,-78
100,7|63,87
9,32|72,-88
24,41|-75,37
40,88|-14,-18
71,22|-49,-85
94,54|67,49
91,30|58,-46
5,28|93,-72
99,85|-78,-77
85,20|-72,-12
82,7|55,1
6,50|76,96
28,54|-20,-59
37,88|34,4
76,70|-94,31
26,83|75,92
80,94|64,53
12,81|-77,46
85,46|59,44
79,90|-71,-85
42,68|-97,-59
86,47|62,76
56,6|-90,47
64,88|98,-33
67,31|35,97
32,0|-64,46
94,7|65,33
90,32|-87,96
38,96|-68,80
33,57|73,27
28,2|80,53
36,44|19,33
23,35|76,-12
98,58|66,83
23,1|71,-60
45,1|-10,-21
57,86|96,-62
9,2|71,6
75,57|-90,-71
9,21|-94,-66
50,89|92,97
46,32|-12,79
89,8|-92,-7
83,84|59,-8
17,89|-93,9
33,6|-16,48
26,19|-71,89
37,73|86,-8
45,39|77,24
0,58|64,71
82,75|-8,-93
45,63|-11,-92
65,11|-1,-80
97,101|-36,-53
57,12|94,-80
3,7|33,-85
100,85|43,98
35,5|32,-97
72,83|45,-52
10,73|74,56
64,49|-1,-86
26,93|51,-77
52,95|98,-26
11,64|18,88
46,46|87,91
72,53|18,12
66,12|-50,89
26,99|24,9
79,80|4,46
59,15|2,11
10,52|36,-99
57,45|-55,27
95,73|64,73
58,22|93,35
4,77|91,23
47,25|43,-53
72,41|50,93
64,9|-4,67
78,67|55,-69
35,12|-64,82
85,27|61,35
92,25|-64,27
66,58|84,-94
9,47|-25,-69
86,76|-34,-25
86,77|-41,-89
97,12|-79,-26
45,89|-86,-92
28,28|83,84
73,82|10,9
75,66|-79,20
90,39|54,79
17,63|23,83
10,72|73,-52
89,73|-83,-42
21,43|-76,15
100,94|-63,-75
27,1|-72,28
39,2|-48,92
32,86|96,-93
66,60|-52,95
99,101|-86,-26
11,44|73,76
14,63|74,29
29,101|78,-55
49,37|78,67
58,36|93,25
9,58|-26,-17
42,91|4,91
4,55|-35,76
36,61|82,5
82,51|9,-44
52,32|-2,27
9,15|-94,-40
34,26|-18,-24
4,66|-37,76
30,15|31,-95
21,43|77,-83
46,57|-69,-64
70,81|6,-30
12,22|-71,-34
98,86|-86,-35
92,89|13,21
14,59|26,44
1,12|-84,18
57,53|-55,44
18,48|76,59
50,9|-11,60
86,34|60,79
58,2|-64,-92
35,69|23,-99
20,23|34,91
50,88|-67,48
93,50|-91,-98
56,15|16,-25
83,30|-8,4
59,54|44,-10
82,68|56,-84
30,29|-68,90
80,26|99,-28
16,60|-77,83
35,72|-65,-79
70,85|-12,57
19,26|76,68
66,102|66,-44
77,33|98,81
3,7|-99,-65
37,24|-87,-32
85,19|-44,67
26,34|-72,52
13,1|-79,-80
0,65|24,93
88,30|-92,-33
100,37|-71,62
46,1|47,-10
37,34|78,-83
1,49|-90,-20
42,58|42,86
72,93|4,-75
75,91|64,-93
3,17|69,-75
99,53|-33,-88
13,21|21,-68
96,8|33,40
45,77|88,51
3,0|66,-11
88,78|96,54
6,58|21,66
47,81|-18,85
63,16|-10,87
8,25|-33,-24
20,34|-34,85
90,46|-47,17
41,33|36,-61
60,101|-72,50
43,79|96,-69
87,44|-39,-93
20,85|78,21
70,73|-54,-10
43,14|29,-15
19,38|76,91
23,68|-19,88
5,100|-89,85
10,86|-76,90
24,25|28,96
88,83|-40,-35
69,74|12,78
82,23|-48,-9
92,76|61,-3
29,37|25,63
66,25|-81,-28
72,94|-47,-23
58,93|82,52
11,2|69,-92
29,42|-27,81
80,29|2,-95
98,30|65,89
6,75|27,68
66,27|47,-46
99,7|-93,45
50,86|34,65
41,50|-12,71
39,67|90,-94
43,84|87,14
5,38|-81,71
51,95|-2,77
86,79|-34,73
80,30|4,2
3,43|-29,18
29,27|-59,31
27,85|-71,41
94,64|-37,2
69,32|-98,-7
0,34|69,-34
38,90|95,-50
67,2|44,-50
24,42|-77,69
12,76|-67,78
60,92|50,-77
76,79|56,90
62,13|40,1
75,46|55,71
10,99|-31,9
83,30|-44,-61
16,11|-18,-27
21,21|-28,-71
85,83|11,-35
79,58|89,41
59,76|-5,-62
97,45|69,88
41,74|33,56
10,30|-9,25
54,18|96,-90
43,74|-19,26
69,25|8,-36
38,80|23,-60
24,89|-73,-55
18,62|-25,-81
90,73|34,97
1,97|-84,97
25,27|-77,14
61,78|56,-78
97,67|58,-94
56,46|63,-11
76,37|57,-5
46,21|45,55
77,50|54,86
95,13|-38,-78
28,34|-72,-61
57,54|-17,-31
16,62|59,-93
98,43|73,-81
49,31|-56,57
12,94|-53,-64
36,20|-68,35
86,64|-42,-3
82,70|-56,-51
43,13|-20,23
48,56|-22,-3
49,89|90,75
54,91|-62,-21
56,52|-8,49
92,101|10,18
83,66|5,76
32,16|-51,50
72,3|-81,-59
76,63|-39,19
23,66|81,88
31,55|-69,1
61,24|92,37
19,20|82,42
35,34|83,64
29,54|74,-59
24,39|-94,11
24,42|-80,-32
76,43|93,3
98,57|79,-35
66,69|50,-17
98,4|15,50
89,68|11,22
38,56|74,53
77,69|50,-2
7,96|-81,58
59,2|-4,72
84,12|-50,60
7,70|9,73
57,14|-5,-53
