361,64
715,19
404,92
162,794
156,595
619,461
84,893
904,58
397,193
835,565
179,388
711,179
141,691
662,493
852,288
388,80
838,473
521,965
461,646
301,798
412,607
505,681
11,690
896,34
352,130
346,43
253,930
980,251
389,969
477,689
377,632
343,787
301,370
967,561
89,996
28,376
679,215
870,800
143,485
624,410
614,694
323,556
860,559
814,873
891,950
270,320
337,419
799,404
505,37
946,497
985,698
634,683
471,76
765,236
103,839
508,807
415,82
545,345
717,102
407,39
66,512
570,548
553,675
711,263
823,809
501,427
667,732
84,235
788,725
693,122
644,111
366,69
931,970
983,532
558,679
140,309
83,388
421,988
385,22
754,201
606,345
502,876
595,401
669,55
621,865
808,223
814,761
879,682
181,342
49,51
459,620
676,939
785,481
941,842
369,396
18,620
660,703
881,448
103,918
975,493
500,773
574,896
767,832
176,339
585,105
326,283
881,190
244,274
107,435
679,948
719,859
268,333
49,579
656,687
971,997
158,533
514,868
371,314
630,194
556,839
949,374
93,979
500,125
554,209
489,287
353,900
606,807
835,964
580,757
735,380
908,597
830,216
131,112
214,624
491,389
308,352
473,610
96,433
15,226
570,554
162,708
735,501
47,211
403,568
675,223
355,402
172,474
907,382
479,938
310,686
116,766
665,324
990,700
308,613
287,917
301,15
220,76
901,522
236,396
638,827
770,663
705,510
76,924
18,557
413,86
69,715
483,819
692,711
45,587
623,228
738,552
364,106
417,796
792,820
504,794
342,18
929,33
336,88
114,443
66,853
255,88
118,466
396,750
711,817
531,995
816,42
801,817
830,904
296,626
311,114
266,973
372,293
376,438
324,122
207,152
568,638
514,968
190,876
70,561
101,15
570,448
621,492
659,911
134,954
572,608
392,779
268,986
632,679
707,831
210,504
188,858
828,586
48,75
899,170
96,375
958,29
519,379
750,986
144,674
523,649
48,556
170,217
628,552
201,642
707,964
930,602
510,583
447,765
433,161
797,743
597,762
298,716
834,555
262,528
348,753
290,118
607,348
121,228
306,751
912,816
584,777
114,115
731,12
112,678
641,367
759,78
924,998
932,409
356,963
739,202
943,443
673,916
598,262
412,25
409,767
978,831
596,740
853,990
88,36
418,161
728,815
448,232
798,812
305,330
485,702
33,730
250,103
580,640
39,871
66,708
886,576
664,110
198,8
558,124
271,988
79,763
389,9
678,773
522,262
522,99
809,282
389,999
646,75
864,690
951,939
957,667
22,31
970,622
166,954
697,375
745,382
501,986
491,604
790,97
144,289
493,148
271,883
229,858
234,370
678,467
179,979
143,707
732,344
743,974
580,824
10,399
540,576
137,605
945,779
952,504
377,827
2,573
192,965
411,367
181,566
571,574
721,269
641,715
38,177
251,717
490,192
334,149
921,662
767,331
873,278
726,818
961,791
320,807
425,375
310,951
434,652
984,804
363,658
909,440
624,801
473,118
421,299
358,981
179,656
483,226
351,736
400,769
446,656
831,757
554,594
992,883
684,266
413,681
276,497
686,181
711,352
887,977
553,296
244,750
995,429
30,375
957,599
848,412
208,330
291,832
954,916
360,461
176,724
529,706
394,403
461,505
555,534
972,671
7,361
519,583
907,286
174,628
400,722
705,103
821,931
741,976
11,473
486,596
784,304
405,274
972,412
908,622
369,742
980,605
954,15
816,280
538,667
569,802
541,15
334,788
546,949
293,636
915,634
810,448
696,812
141,61
969,802
269,857
722,901
284,470
17,245
582,931
388,976
368,451
191,133
121,338
477,95
868,121
241,456
565,994
435,842
866,963
587,894
227,14
65,333
248,73
933,695
785,281
821,603
706,661
261,678
649,460
306,571
946,26
681,34
71,890
974,246
198,364
256,64
267,232
357,369
488,801
584,742
939,130
802,6
738,680
203,350
14,735
234,797
416,25
495,316
666,581
386,330
